SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,COMPANY,NAME OF THE ACQUIRER/DISPOSER,VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT),PROMOTER & PROMOTER GROUP (A),MARKET,SERIES,SECURITY,PREV_CL_PR
NEPHROCARE,,,,,,,,,,,N,ST,NEPHRO CARE INDIA LIMITED,142.85
NEPTUNE,,,,,,,,,,,N,SM,NEPTUNE PETROCHEMICALS L,173.0
NESTLEIND,"1,274.40","1,281.60","1,259.40","1,272.80",,,,,,,,,,
NEULANDLAB,,,,,Neuland Laboratories Limited,Ms. Gannabathula Venkata Vani Sriranganayakamma,0,Buy,,32.64,,,,
NEULANDLAB,,,,,Neuland Laboratories Limited,Mr. Gannabathula Venkata Krishna Rama Rao,0,Sell,,32.64,,,,
NEULANDLAB,,,,,Neuland Laboratories Limited,Mr.Gannabathula Veeravenkata Satyanarayanamurty,0,Buy,,32.64,,,,
NEWJAISA,,,,,Newjaisa Technologies Limited,Mukunda Raghavendra,3553717,Sell,,,N,ST,NEWJAISA TECHNOLOGIES LTD,40.2
NIBE,,,,,NIBE Limited,Nibe Ganesh Ramesh,16260200,Buy,,54.93,,,,
NIBE,,,,,NIBE Limited,Nibe Ganesh Ramesh,243591753,Buy,,54.93,,,,
NIBE,,,,,NIBE Limited,Nibe Ganesh Ramesh,243591753,Buy,,54.93,,,,
NIBE,,,,,NIBE Limited,Nibe Ganesh Ramesh,16260200,Buy,,54.93,,,,
NIBE,,,,,NIBE Limited,Nibe Ganesh Ramesh,243591753,Buy,,54.93,,,,
NIBE,,,,,NIBE Limited,Nibe Ganesh Ramesh,16260200,Buy,,54.93,,,,
NIBL,,,,,NRB Industrial Bearings Limited,AARTI DEVESH SAHNEY,747283,Buy,,72.72,,,,
NIBL,,,,,NRB Industrial Bearings Limited,AARTI DEVESH SAHNEY,477950,Buy,,72.72,,,,
NIBL,,,,,NRB Industrial Bearings Limited,AARTI DEVESH SAHNEY,210634,Buy,,72.72,,,,
NIDAN,,,,,,,,,,,N,SM,NIDAN LABS AND HEALTH LTD,18.25
NIFTY 50,"25,935.10","25,944.15","25,783.75","25,891.40",,,,,,,,,,
NIITLTD,,,,,NIIT Limited,Yogesh kumar Bhatt,1697104,Sell,,37.01,,,,
NIITLTD,,,,,NIIT Limited,Rajan Venkataraman,3383490,Buy,,37.01,,,,
NIITLTD,,,,,NIIT Limited,Rajan Venkataraman,9167012,Sell,,37.01,,,,
NIITLTD,,,,,NIIT Limited,Rajan Venkataraman,14335144,Sell,,37.01,,,,
NIITLTD,,,,,NIIT Limited,Rajan Venkataraman,5334300,Buy,,37.01,,,,
NIITLTD,,,,,NIIT Limited,Rajan Venkataraman,11042037,Sell,,37.01,,,,
NIITLTD,,,,,NIIT Limited,Udai Singh,1062000,Buy,,37.01,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Thomas Craig Brewer,4338654,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Thomas Craig Brewer,676199,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Perunkolam Ramakrishnan Subramanian,4018000,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,650164,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,36112,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,35510,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,888447,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,956071,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,1376874,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rajan Venkataraman,69570900,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Devenderjit Singh Chadha,8163460,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,1289139,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rohit Sethi,1636073,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rajan Venkataraman,33995123,Sell,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rajan Venkataraman,11448400,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Rajiv Arora,1770900,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Sanjeev Bansal,1770900,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Sailesh Kumar Lalla,1413000,Buy,,,,,,
NIITMTS,,,,,Niit Learning Systems Limited,Devenderjit Singh Chadha,1413000,Buy,,,,,,
NIKITA,,,,,,,,,,,N,SM,NIKITA PAPERS LIMITED,110.1
NIRMAN,,,,,Nirman Agri Genetics Limited,Pranav Kailas Bagal,1500000,Sell,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NIRMAN,,,,,Nirman Agri Genetics Limited,Pranav Kailas Bagal,300000,Sell,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NIRMAN,,,,,Nirman Agri Genetics Limited,Pranav Kailas Bagal,1704000,Sell,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NIRMAN,,,,,Nirman Agri Genetics Limited,Pranav Kailas Bagal,1749000,Sell,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NIRMAN,,,,,Nirman Agri Genetics Limited,-,-,-,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NIRMAN,,,,,Nirman Agri Genetics Limited,Pranav Kailas Bagal,1050000,Sell,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NIRMAN,,,,,Nirman Agri Genetics Limited,-,-,-,,,N,SM,NIRMAN AGRI GENTICS LTD,178.8
NMSTEEL,,,,,,,,,,,N,SM,NEWMALAYALAM STEEL LTD,31.95
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167500,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167500,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,832500,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,832500,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,850000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,850000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,85000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,85000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,339000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,339000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,1896000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,1896000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,77250,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,77250,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,153200,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,153200,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,94971,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,94971,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,190402,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,190402,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,948046,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,948046,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188499,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188499,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188448,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188448,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,168000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,168000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,857500,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,857500,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,850000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,850000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188448,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188448,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188499,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,188499,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,85000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,85000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,168000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,168000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167500,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167500,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,167000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,832500,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,832500,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,857500,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,857500,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,339000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,339000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,1896000,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,1896000,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,77250,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,77250,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,153200,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,153200,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,94971,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,94971,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,190402,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,190402,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,948046,Buy,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,SUDESH AGGARWAL,948046,Buy,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,Ashish Agarwal,331844800,Sell,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,Ashish Agarwal,331844800,Sell,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,Savita Vashist,435544200,Sell,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,Savita Vashist,435544200,Sell,,64.81,,,,
NPST,,,,,Network People Services Technologies Limited,Deepak Chand Thakur,338793475,Sell,,64.79,,,,
NPST,,,,,Network People Services Technologies Limited,Deepak Chand Thakur,338793475,Sell,,64.81,,,,
NRAIL,,,,,N R Agarwal Industries Limited,REERA HOLDINGS PRIVATE LIMITED,4144251,Buy,,74.11,,,,
NRAIL,,,,,N R Agarwal Industries Limited,REERA HOLDINGS PRIVATE LIMITED,1884200,Buy,,74.11,,,,
NRAIL,,,,,N R Agarwal Industries Limited,REERA HOLDINGS PRIVATE LIMITED,3673200,Buy,,74.11,,,,
NRL,,,,,Nupur Recyclers Limited,Nupur Gupta,3501617,Buy,,73.02,,,,
NRL,,,,,Nupur Recyclers Limited,Nupur Gupta,3475000,Buy,,73.02,,,,
NRVANDANA,,,,,,,,,,,N,SM,N R VANDANA TEX IND LTD,56.85
NTPC,342.45,343.25,339.95,342.65,,,,,,,,,,
OBCL,,,,,Orissa Bengal Carrier Limited,Ravi Agrawal,3140700,Buy,,69.24,,,,
OBCL,,,,,Orissa Bengal Carrier Limited,Ravi Agrawal,3401599,Buy,,69.24,,,,
OBSCP,,,,,,,,,,,N,SM,OBSC PERFECTION LIMITED,297.25
OLIL,,,,,,,,,,,N,SM,ONECLICK LOGISTICS IND L,276.8
OMAXAUTO,,,,,Omax Autos Limited,Ravinder Kumar Mehta,1250786,Sell,,52.75,,,,
OMAXAUTO,,,,,Omax Autos Limited,Ravinder Kumar Mehta,1651556,Sell,,52.75,,,,
OMFURN,,,,,,,,,,,N,SM,OMFURN INDIA LIMITED,124.4
ONDOOR,,,,,,,,,,,N,SM,ON DOOR CONCEPTS LIMITED,145.0
ONGC,254.00,257.40,252.85,252.31,,,,,,,,,,
ONYX,,,,,,,,,,,N,SM,ONYX BIOTEC LIMITED,43.0
OPTIVALUE,,,,,,,,,,,N,SM,OPTIVALUE TEK CONSULT LTD,98.0
ORIANA,,,,,,,,,,,N,SM,ORIANA POWER LIMITED,2644.6
ORIENTBELL,,,,,Orient Bell Limited,ALFA MERCANTILE LIMITED,619850,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,Freesia Investment and Trading Company Limited,43290,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,ALFA MERCANTILE LIMITED,216643,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,ALFA MERCANTILE LIMITED,113278,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,193472,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,584427,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,974396,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,772738,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,3554109,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,794301,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,923935,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,449585,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,Freesia Investment and Trading Company Limited,444570,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,712800,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,Freesia Investment and Trading Company Limited,561975,Buy,,65.61,,,,
ORIENTBELL,,,,,Orient Bell Limited,MAHENDRA K. DAGA,1817396,Buy,,65.61,,,,
ORIENTTECH,,,,,Orient Technologies Limited,Nitin Navnitlal Shah,1005600,Pledge,,73.24,,,,
ORIENTTECH,,,,,Orient Technologies Limited,Rajesh Navnitlal Shah,670400,Pledge,,73.24,,,,
OSELDEVICE,,,,,,,,,,,G,ST,OSEL DEVICES LIMITED,593.9
OWAIS,,,,,,,,,,,N,SM,OWAIS METAL & MINERAL,422.6
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,155752202,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,96325000,Pledge Revoke,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,174405488,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,175654314,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,172240372,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,169215079,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,172591928,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,109135646,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,20119642,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,19827681,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,49352935,Buy,,41.16,,,,
PAISALO,,,,,Paisalo Digital Limited,EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,248563367,Buy,,41.16,,,,
PANACEABIO,,,,,Panacea Biotec Limited,Nosheen Sheikh,1220333,Buy,,72.48,,,,
PARADEEP,,,,,Paradeep Phosphates Limited,Zuari Maroc Phosphates Pvt Ltd,1823433000,Buy,,57.2,,,,
PARADEEP,,,,,Paradeep Phosphates Limited,Zuari Maroc Phosphates Pvt Ltd,4500000000,Pledge,,57.2,,,,
PARADEEP,,,,,Paradeep Phosphates Limited,Zuari Maroc Phosphates Pvt Ltd,4527500000,Pledge Revoke,,57.2,,,,
PARADEEP,,,,,Paradeep Phosphates Limited,Rajeev Nambiar,3701800,Buy,,57.2,,,,
PARADEEP,,,,,Paradeep Phosphates Limited,Rajeev Nambiar,7416900,Buy,,57.2,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,71957417,Sell,,42.61,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,17459764,Sell,,42.61,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,88891624,Sell,,42.61,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,213644102,Sell,,42.61,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,73993578,Sell,,42.61,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,100486182,Sell,,42.61,,,,
PARAGMILK,,,,,Parag Milk Foods Limited,Sixth Sense India Opportunities III,36484779,Sell,,42.61,,,,
PARAGON,,,,,,,,,,,N,SM,PARAGON FINE S.C. LTD.,53.0
PARAMOUNT,,,,,,,,,,,N,SM,PARAMOUNT DYE TEC LIMITED,58.9
PARIN,,,,,,,,,,,N,SM,PARIN ENTERPRISES LIMITED,547.0
PARTH,,,,,,,,,,,N,ST,PARTH ELEC & ENG LTD,238.45
PARTYCRUS,,,,,,,,,,,N,SM,PARTY CRUISERS LIMITED,72.1
PATELENG,,,,,Patel Engineering Limited,Janky Patel,1590384,Buy,,36.11,,,,
PATELENG,,,,,Patel Engineering Limited,Raahitya Constructions Private Limited,1590384,Sell,,36.11,,,,
PATILAUTOM,,,,,,,,,,,N,SM,PATIL AUTOMATION LIMITED,172.8
PATINTLOG,,,,,Patel Integrated Logistics Limited,Ramakant Kadam,3213,Buy,,0.36,,,,
PCCL,,,,,,,,,,,N,SM,PETRO CARBON AND CHEMI L,171.5
PELATRO,,,,,,,,,,,N,SM,PELATRO LIMITED,380.1
PENIND,,,,,Pennar Industries Limited,Potluri Venkateshwara Rao,2087600,Sell,,39.66,,,,
PENIND,,,,,Pennar Industries Limited,Potluri Venkateshwara Rao,1295238,Sell,,39.66,,,,
PENTAGON,,,,,,,,,,,N,SM,PENTAGON RUBBER LIMITED,76.5
PERFECT,,,,,,,,,,,N,SZ,PERFECT INFRAENGINEER LTD,5.25
PFOCUS,,,,,Prime Focus Limited,A2R Holdings,12293748120,Buy,,60.8,,,,
PFOCUS,,,,,Prime Focus Limited,A2R Holdings,12293748120,Buy,,60.8,,,,
PFOCUS,,,,,Prime Focus Limited,A2R Holdings,19144497480,Buy,,60.8,,,,
PFOCUS,,,,,Prime Focus Limited,A2R Holdings,19144497480,Buy,,60.8,,,,
PHANTOMFX,,,,,,,,,,,N,ST,PHANTOM DIGITAL EFF LTD,232.5
PHOGLOBAL,,,,,,,,,,,N,SM,PHOENIX OVERSEAS LIMITED,21.5
PIGL,,,,,Power & Instrumentation (Gujarat) Limited,Padmavati Padmanabhan Pillai,0,Buy,,46.09,,,,
PIGL,,,,,Power & Instrumentation (Gujarat) Limited,Sriram Padmanabhan Nair,0,Sell,,46.09,,,,
PIGL,,,,,Power & Instrumentation (Gujarat) Limited,Sriram Padmanabhan Nair,0,Sell,,46.09,,,,
PIGL,,,,,Power & Instrumentation (Gujarat) Limited,Padmavati Padmanabhan Pillai,0,Buy,,46.09,,,,
PITTIENG,,,,,Pitti Engineering Limited,Pitti Engineering Limited Employee Welfare Trust,49477992,Buy,,54.18,,,,
PITTIENG,,,,,Pitti Engineering Limited,Pitti Engineering Limited Employee Welfare Trust,17311430,Buy,,54.18,,,,
PITTIENG,,,,,Pitti Engineering Limited,Pitti Engineering Limited Employee Welfare Trust,25697022,Buy,,54.18,,,,
PITTIENG,,,,,Pitti Engineering Limited,Pitti Engineering Limited Employee Welfare Trust,49648818,Buy,,54.18,,,,
PITTIENG,,,,,Pitti Engineering Limited,Pitti Engineering Limited Employee Welfare Trust,81705637,Buy,,54.18,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,2242294,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1358261,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1820324,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1102106,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1008498,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1054900,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1074916,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,2464162,Buy,,64.78,,,,
PKTEA,,,,,The Peria Karamalai Tea & Produce Company Limited,PLACID LIMITED,1134895,Buy,,64.78,,,,
POLYSIL,,,,,,,,,,,G,ST,POLYSIL IRRIGATION SYST L,255.4
POONAWALLA,,,,,Poonawalla Fincorp Limited,RISING SUN HOLDINGS PRIVATE LIMITED,14999847636,Buy,,63.96,,,,
POONAWALLA,,,,,Poonawalla Fincorp Limited,RISING SUN HOLDINGS PRIVATE LIMITED,14999847636,Buy,,63.97,,,,
POSITRON,,,,,,,,,,,N,SM,POSITRON ENERGY LIMITED,322.15
POWERGRID,289.65,290.75,286.55,289.65,,,,,,,,,,
POWERMECH,,,,,Power Mech Projects Limited,POWER MECH INFRA LIMITED,41305258,Buy,,0.58,,,,
POWERMECH,,,,,Power Mech Projects Limited,SIVARAMAKRISHNA PRASAD SAJJA,957099,Sell,,0.58,,,,
PPSL,,,,,,,,,,,N,ST,PICTUREPOST STUDIOS LTD,13.8
PRAMARA,,,,,,,,,,,N,SM,PRAMARA PROMOTIONS LTD,276.2
PRANIK,,,,,,,,,,,N,SM,PRANIK LOGISTICS LIMITED,77.0
PRATHAM,,,,,,,,,,,N,SM,PRATHAM EPC PROJECTS LTD,137.05
PRECISION,,,,,,,,,,,N,SM,PRECISION METALIKS LTD,18.8
PREMEXPLN,,,,,Premier Explosives Limited,AMARNATH GUPTA HUF,0,Sell,,41.33,,,,
PREMEXPLN,,,,,Premier Explosives Limited,AMARNATH GUPTA HUF,0,Sell,3283485.0,41.33,,,,
PREMEXPLN,,,,,Premier Explosives Limited,AMARNATH GUPTA,0,Buy,,41.33,,,,
PREMEXPLN,,,,,Premier Explosives Limited,AMARNATH GUPTA,0,Buy,3283485.0,41.33,,,,
PREMIUM,,,,,,,,,,,N,SM,PREMIUM PLAST LIMITED,37.05
PRESSTONIC,,,,,,,,,,,N,SM,PRESSTONIC ENGINEERING L,79.8
PRIMECAB,,,,,,,,,,,N,ST,PRIME CABLE INDUSTRIES L,74.4
PRINCEPIPE,,,,,Prince Pipes And Fittings Limited,TEJAL KISHOR MEHTA,990000,Pledge Revoke,,60.94,,,,
PRINCEPIPE,,,,,Prince Pipes And Fittings Limited,TEJAL KISHOR MEHTA,990000,Sell,,60.94,,,,
PRINCEPIPE,,,,,Prince Pipes And Fittings Limited,TEJAL KISHOR MEHTA,970053,Sell,,60.94,,,,
PRINCEPIPE,,,,,Prince Pipes And Fittings Limited,TEJAL KISHOR MEHTA,970053,Pledge Revoke,,60.94,,,,
PRINCEPIPE,,,,,Prince Pipes And Fittings Limited,MANISH SOLANKI,5143600,Pledge Revoke,,60.94,,,,
PRITIKA,,,,,,,,,,,N,SM,PRITIKA ENG COMPO LTD,91.35
PRIZOR,,,,,,,,,,,N,ST,PRIZOR VIZTECH LIMITED,313.7
PRLIND,,,,,,,,,,,N,SM,PREMIER ROADLINES LIMITED,86.7
PROFX,,,,,,,,,,,N,SM,PRO FX TECH LIMITED,84.0
PROLIFE,,,,,,,,,,,N,SM,PROLIFE INDUSTRIES LTD,119.3
PROPEQUITY,,,,,P. E. Analytics Limited,Samir Jasuja,85475400,Buy,,,N,SM,P. E. ANALYTICS LIMITED,204.0
PROV,,,,,,,,,,,N,SM,PROVENTUS AGROCOM LIMITED,1175.0
PROZONER,,,,,Prozone Realty Limited,Salil Chaturvedi Family Trust,5059220,Sell,,52.43,,,,
PROZONER,,,,,Prozone Realty Limited,Salil Chaturvedi Family Trust,2456305,Sell,,52.43,,,,
PROZONER,,,,,Prozone Realty Limited,Akhil Chaturvedi Family Trust,1197805,Sell,,52.43,,,,
PROZONER,,,,,Prozone Realty Limited,APAX TRUST,96212731,Buy,,52.43,,,,
PROZONER,,,,,Prozone Realty Limited,Salil Chaturvedi Family Trust,2425363,Sell,,52.43,,,,
